id,ime,datum_sprejema,datum_oddaje,spol,felvfiv,tip
0,Star,10/06/2022,18/12/2022,Moški,,pes
1,Star,10/06/2022,18/12/2022,Moški,,pes
2,Rasta,14/08/2022,17/12/2022,Moški,,pes
3,Rasta,14/08/2022,17/12/2022,Moški,,pes
4,Rina,02/08/2022,17/12/2022,Ženski,,pes
5,Rina,02/08/2022,17/12/2022,Ženski,,pes
6,Dakota,09/11/2022,13/12/2022,Ženski,,pes
7,Dakota,09/11/2022,13/12/2022,Ženski,,pes
8,Puhec,18/01/2022,07/12/2022,Moški,,pes
9,Puhec,18/01/2022,07/12/2022,Moški,,pes
10,PikainLuna,22/10/2022,05/12/2022,Ženski,,pes
11,PikainLuna,22/10/2022,05/12/2022,Ženski,,pes
12,Rex,21/01/2022,x,Moški,,pes
13,Rex,21/01/2022,x,Moški,,pes
14,Iza,11/02/2022,29/11/2022,Ženski,,pes
15,Iza,11/02/2022,29/11/2022,Ženski,,pes
16,Willow,05/10/2022,29/11/2022,Ženski,,pes
17,Willow,05/10/2022,29/11/2022,Ženski,,pes
18,Gumbka-Lija,20/12/2016,29/11/2022,Ženski,,pes
19,Gumbka-Lija,20/12/2016,29/11/2022,Ženski,,pes
20,Bailey,05/10/2022,29/11/2022,Ženski,,pes
21,Bailey,05/10/2022,29/11/2022,Ženski,,pes
22,Finn,09/11/2022,29/11/2022,Moški,,pes
23,Finn,09/11/2022,29/11/2022,Moški,,pes
24,Bjork,13/02/2021,11/11/2022,Moški,,pes
25,Bjork,13/02/2021,11/11/2022,Moški,,pes
26,Rui,16/12/2021,11/11/2022,Moški,,pes
27,Rui,16/12/2021,11/11/2022,Moški,,pes
28,Ivi,02/09/2022,25/10/2022,Ženski,,pes
29,Ivi,02/09/2022,25/10/2022,Ženski,,pes
30,Ross,12/08/2022,22/10/2022,Moški,,pes
31,Ross,12/08/2022,22/10/2022,Moški,,pes
32,Lava,02/09/2022,21/10/2022,Ženski,,pes
33,Lava,02/09/2022,21/10/2022,Ženski,,pes
34,Asterix,27/05/2022,x,Moški,,pes
35,Asterix,27/05/2022,x,Moški,,pes
36,Shy,07/06/2022,01/09/2022,Ženski,,pes
37,Shy,07/06/2022,01/09/2022,Ženski,,pes
38,Suki,23/05/2022,22/08/2022,Ženski,,pes
39,Suki,23/05/2022,22/08/2022,Ženski,,pes
40,Risa,04/12/2021,01/07/2022,Ženski,,pes
41,Risa,04/12/2021,01/07/2022,Ženski,,pes
42,Daisy,17/12/2021,01/07/2022,Ženski,,pes
43,Daisy,17/12/2021,01/07/2022,Ženski,,pes
44,Vita,04/05/2022,27/06/2022,Ženski,,pes
45,Vita,04/05/2022,27/06/2022,Ženski,,pes
46,Byron,18/01/2022,23/06/2022,Moški,,pes
47,Byron,18/01/2022,23/06/2022,Moški,,pes
48,Mio,,x,Moški,,pes
49,Mio,,x,Moški,,pes
50,Sofia,30/12/2021,12/05/2022,Ženski,,pes
51,Sofia,30/12/2021,12/05/2022,Ženski,,pes
52,Boč,24/04/2022,06/05/2022,Moški,,pes
53,Boč,24/04/2022,06/05/2022,Moški,,pes
54,Dimi,17/12/2021,28/03/2022,Moški,,pes
55,Dimi,17/12/2021,28/03/2022,Moški,,pes
56,Steffi,01/12/2021,23/03/2022,Ženski,,pes
57,Steffi,01/12/2021,23/03/2022,Ženski,,pes
58,Duno,17/12/2021,07/03/2022,Moški,,pes
59,Duno,17/12/2021,07/03/2022,Moški,,pes
60,Luna,01/12/2021,04/03/2022,Ženski,,pes
61,Luna,01/12/2021,04/03/2022,Ženski,,pes
62,Dream,17/12/2021,28/02/2022,Moški,,pes
63,Dream,17/12/2021,28/02/2022,Moški,,pes
64,Dom,17/12/2021,28/02/2022,Moški,,pes
65,Dom,17/12/2021,28/02/2022,Moški,,pes
66,Doc,17/12/2021,,Moški,,pes
67,Doc,17/12/2021,,Moški,,pes
68,Danesh,17/12/2021,28/02/2022,Moški,,pes
69,Danesh,17/12/2021,28/02/2022,Moški,,pes
70,Avša,30/01/2022,x,Ženski,,pes
71,Avša,30/01/2022,x,Ženski,,pes
72,Cosmo,18/01/2022,x,Moški,,pes
73,Cosmo,18/01/2022,x,Moški,,pes
74,Ronja,24/02/2021,08/01/2021,Ženski,,pes
75,Ronja,24/02/2021,08/01/2021,Ženski,,pes
76,Taja,26/04/2021,04/01/2022,Ženski,,pes
77,Taja,26/04/2021,04/01/2022,Ženski,,pes
78,Tisa,07/03/2022,27/12/2022,Ženski,Negativna,muc
79,Tisa,07/03/2022,27/12/2022,Ženski,Negativna,muc
80,Dutchess,23/09/2022,09/12/2022,Ženski,Negativna,muc
81,Dutchess,23/09/2022,09/12/2022,Ženski,Negativna,muc
82,Daša,23/09/2022,09/12/2022,Ženski,Negativna,muc
83,Daša,23/09/2022,09/12/2022,Ženski,Negativna,muc
84,Dash,22/07/2022,07/12/2022,Moški,Negativen,muc
85,Dash,22/07/2022,07/12/2022,Moški,Negativen,muc
86,Nana,01/06/2022,x,Ženski,Negativna,muc
87,Nana,01/06/2022,x,Ženski,Negativna,muc
88,Mango,18/07/2022,x,Moški,Negativen,muc
89,Mango,18/07/2022,x,Moški,Negativen,muc
90,Jenny,04/04/2022,x,Ženski,Negativna,muc
91,Jenny,04/04/2022,x,Ženski,Negativna,muc
92,Jam,13/07/2022,x,Moški,Negativen,muc
93,Jam,13/07/2022,x,Moški,Negativen,muc
94,Mr.BussinessinMr.Fun,11/07/2022,11/11/2022,Moški,Negativna,muc
95,Mr.BussinessinMr.Fun,11/07/2022,11/11/2022,Moški,Negativna,muc
96,Dax,04/07/2022,11/11/2022,Moški,Negativen,muc
97,Dax,04/07/2022,11/11/2022,Moški,Negativen,muc
98,Gorjuša(3x),04/07/2022,x,"2x ženski, 1x moški",Negativni,muc
99,Gorjuša(3x),04/07/2022,x,"2x ženski, 1x moški",Negativni,muc
100,Jeseničani(5x),01/06/2022,x,"1x moški, 4 x ženski",Negativni,muc
101,Jeseničani(5x),01/06/2022,x,"1x moški, 4 x ženski",Negativni,muc
102,Terminal:4dudarji,16/05/2022,x,4x samčki,Negativni,muc
103,Terminal:4dudarji,16/05/2022,x,4x samčki,Negativni,muc
104,Mekinje,22/06/2022,30/09/2022,Ženski,Negativna,muc
105,Mekinje,22/06/2022,30/09/2022,Ženski,Negativna,muc
106,Erik,09/06/2022,29/09/2022,Moški,Negativen,muc
107,Erik,09/06/2022,29/09/2022,Moški,Negativen,muc
108,Piper,13/05/2022,29/09/2022,Ženski,Negativna,muc
109,Piper,13/05/2022,29/09/2022,Ženski,Negativna,muc
110,Perovo:4dudarji,11/05/2022,x,3 samičke in 1 samček,Negativni,muc
111,Perovo:4dudarji,11/05/2022,x,3 samičke in 1 samček,Negativni,muc
112,Domžalka,07/07/2022,29/09/2022,Ženski,Negativna,muc
113,Kamnik1,27/06/2022,29/09/2022,Ženski,Negativna,muc
114,Kamnik1,27/06/2022,29/09/2022,Ženski,Negativna,muc
115,Jurka,04/04/2022,x,Mama in 4 mladiči: 2 samički in 2 samčka,Negativni,muc
116,Jurka,04/04/2022,x,Mama in 4 mladiči: 2 samički in 2 samčka,Negativni,muc
117,Pirniče:mama+4,24/04/2022,x,Mama in 4x samčki,Negativni,muc
118,Pirniče:mama+4,24/04/2022,x,Mama in 4x samčki,Negativni,muc
119,Millie,06/04/2022,x,Mama in mladiči: 1 samička in 2 samčka,Negativni,muc
120,Millie,06/04/2022,x,Mama in mladiči: 1 samička in 2 samčka,Negativni,muc
121,Žirovec,04/07/2022,05/09/2022,Moški,Negativen,muc
122,Žirovec,04/07/2022,05/09/2022,Moški,Negativen,muc
123,Petrol,06/07/2022,05/09/2022,Moški,Negativen,muc
124,Petrol,06/07/2022,05/09/2022,Moški,Negativen,muc
125,Vele,16/06/2022,05/09/2022,Ženski,Negativna,muc
126,Vele,16/06/2022,05/09/2022,Ženski,Negativna,muc
127,Krpani(mama+5),09/06/2022,x,"4x ženski, 2x moški",Negativni,muc
128,Krpani(mama+5),09/06/2022,x,"4x ženski, 2x moški",Negativni,muc
129,Blejka,07/07/2022,05/09/2022,Ženski,Negativna,muc
130,Blejka,07/07/2022,05/09/2022,Ženski,Negativna,muc
131,Kamnik3,05/07/2022,05/09/2022,Ženski,Negativna,muc
132,Kamnik3,05/07/2022,05/09/2022,Ženski,Negativna,muc
133,Bela,25/06/2022,05/09/2022,Ženski,Negativna,muc
134,Bela,25/06/2022,05/09/2022,Ženski,Negativna,muc
135,Smlednik:3dudarji,10/05/2022,x,2 samčka in 1 samička,Negativni,muc
136,Smlednik:3dudarji,10/05/2022,x,2 samčka in 1 samička,Negativni,muc
137,Dobrova,25/05/2022,29/08/2022,Ženski,Negativna,muc
138,Dobrova,25/05/2022,29/08/2022,Ženski,Negativna,muc
139,Podsmreka:4dudarji,25/04/2022,x,2 samički in 2 samčka,Negativni,muc
140,Podsmreka:4dudarji,25/04/2022,x,2 samički in 2 samčka,Negativni,muc
141,Zaplana:3dudarji,26/04/2022,x,1 samička in 2 samčka,Negativni,muc
142,Zaplana:3dudarji,26/04/2022,x,1 samička in 2 samčka,Negativni,muc
143,Zemon:3mladiči,10/05/2022,x,1 samička in 2 samčka,Negativni,muc
144,Zemon:3mladiči,10/05/2022,x,1 samička in 2 samčka,Negativni,muc
145,Kamnik(3x),20/06/2022,x,"1x ženski, 2x moški",Negativni,muc
146,Kamnik(3x),20/06/2022,x,"1x ženski, 2x moški",Negativni,muc
147,Triglav,23/06/2022,25/08/2022,Moški,Negativen,muc
148,Triglav,23/06/2022,25/08/2022,Moški,Negativen,muc
149,Ilirec,17/06/2022,22/08/2022,Moški,Negativen,muc
150,Ilirec,17/06/2022,22/08/2022,Moški,Negativen,muc
151,Obrov:mama+4,11/05/2022,x,"Mama, 3 samičke in 1 samček",Negativni,muc
152,Obrov:mama+4,11/05/2022,x,"Mama, 3 samičke in 1 samček",Negativni,muc
153,LenkainAjda,09/05/2022,22/08/2022,Ženski,Negativni,muc
154,LenkainAjda,09/05/2022,22/08/2022,Ženski,Negativni,muc
155,Jarše:mama+4,12/05/2022,x,Mama in 4 mladiči: 1 samička in 3 samčki,Negativni,muc
156,Jarše:mama+4,12/05/2022,x,Mama in 4 mladiči: 1 samička in 3 samčki,Negativni,muc
157,Blejčan,06/06/2022,22/08/2022,Moški,Negativen,muc
158,Blejčan,06/06/2022,22/08/2022,Moški,Negativen,muc
159,KG,16/06/2022,22/08/2022,Moški,Negativenen,muc
160,KG,16/06/2022,22/08/2022,Moški,Negativenen,muc
161,Kozinci(6x),17/06/2022,x,"1x ženski, 5x moški",Negativni,muc
162,Kozinci(6x),17/06/2022,x,"1x ženski, 5x moški",Negativni,muc
163,Zoey,08/08/2021,28/07/2022,Ženski,Negativna,muc
164,Zoey,08/08/2021,28/07/2022,Ženski,Negativna,muc
165,Shadow,22/10/2020,26/07/2022,Moški,Negativen,muc
166,Shadow,22/10/2020,26/07/2022,Moški,Negativen,muc
167,Murka,10/08/2021,26/07/2022,Ženski,Negativna,muc
168,Murka,10/08/2021,26/07/2022,Ženski,Negativna,muc
169,Rovte:4mladiči,26/05/2022,26/07/2022,,Negativne,muc
170,Rovte:4mladiči,26/05/2022,26/07/2022,,Negativne,muc
171,Pokljuka(3x),03/06/2022,26/07/2022,"2x ženski, 1x moški",Negativni,muc
172,Pokljuka(3x),03/06/2022,26/07/2022,"2x ženski, 1x moški",Negativni,muc
173,Domžalci(4x),,26/07/2022,"3x moški, 1x ženski",Negativni,muc
174,Domžalci(4x),,26/07/2022,"3x moški, 1x ženski",Negativni,muc
175,Wendy,27/10/2021,21/07/2022,Ženski,Negativna,muc
176,Wendy,27/10/2021,21/07/2022,Ženski,Negativna,muc
177,Gusarka,15/04/2022,09/07/2022,Ženski,Negativna,muc
178,Gusarka,15/04/2022,09/07/2022,Ženski,Negativna,muc
179,Trzinčki(4x),30/05/2022,x,"3x ženski, 1x moški",Negativni,muc
180,Trzinčki(4x),30/05/2022,x,"3x ženski, 1x moški",Negativni,muc
181,Anabella,09/04/2022,x,Ženski,,muc
182,Anabella,09/04/2022,x,Ženski,,muc
183,Jojo,04/05/2022,24/06/2022,Moški,Negativen,muc
184,Jojo,04/05/2022,24/06/2022,Moški,Negativen,muc
185,Stahovica:4dudarji-nedonošeni,12/05/2022,x,,,muc
186,Stahovica:4dudarji-nedonošeni,12/05/2022,x,,,muc
187,Timotej,10/04/2022,25/05/2022,Moški,Negativen,muc
188,Timotej,10/04/2022,25/05/2022,Moški,Negativen,muc
189,Sammy,25/03/2022,07/05/2022,Moški,Negativen,muc
190,Sammy,25/03/2022,07/05/2022,Moški,Negativen,muc
191,Bubbles,05/05/2021,12/04/2022,Ženski,Negativna,muc
192,Bubbles,05/05/2021,12/04/2022,Ženski,Negativna,muc
193,Ota,24/07/2021,12/04/2022,Ženski,Negativna,muc
194,Ota,24/07/2021,12/04/2022,Ženski,Negativna,muc
195,Ruben,01/08/2021,08/04/2022,Moški,Negativen,muc
196,Ruben,01/08/2021,08/04/2022,Moški,Negativen,muc
197,Twix,19/12/2021,31/03/2022,Moški,Negativen,muc
198,Twix,19/12/2021,31/03/2022,Moški,Negativen,muc
199,Loki,17/09/2021,22/03/2022,Moški,Negativen,muc
200,Loki,17/09/2021,22/03/2022,Moški,Negativen,muc
201,Timon,31/10/2021,22/03/2022,Moški,Negativen,muc
202,Timon,31/10/2021,22/03/2022,Moški,Negativen,muc
203,Winston,07/12/2021,28/02/2022,Moški,Negativen,muc
204,Winston,07/12/2021,28/02/2022,Moški,Negativen,muc
205,Darcy,07/12/2021,28/02/2022,Moški,Negativen,muc
206,Darcy,07/12/2021,28/02/2022,Moški,Negativen,muc
207,DudarkaMimi,25/04/2020,23/02/2022,Ženski,,muc
208,DudarkaMimi,25/04/2020,23/02/2022,Ženski,,muc
209,Pegica,08/10/2021,23/02/2022,Ženski,Negativna,muc
210,Pegica,08/10/2021,23/02/2022,Ženski,Negativna,muc
211,Percy,23/12/2021,21/02/2022,Moški,Negativen,muc
212,Percy,23/12/2021,21/02/2022,Moški,Negativen,muc
213,Megi,16/12/2020,15/02/2021,Ženski,Negativna,muc
214,Megi,16/12/2020,15/02/2021,Ženski,Negativna,muc
215,Luna,01/04/2021,15/02/2021,Ženski,Negativna,muc
216,Luna,01/04/2021,15/02/2021,Ženski,Negativna,muc
217,Tresko,11/10/2021,14/02/2022,Moški,Negativen,muc
218,Tresko,11/10/2021,14/02/2022,Moški,Negativen,muc
219,Rooney,20/07/2021,08/02/2022,Moški,Negativen,muc
220,Rooney,20/07/2021,08/02/2022,Moški,Negativen,muc
221,Leo,06/10/2021,08/02/2022,Moški,Negativen,muc
222,Leo,06/10/2021,08/02/2022,Moški,Negativen,muc
223,Yoshi,03/11/2021,06/02/2022,Moški,Negativen,muc
224,Yoshi,03/11/2021,06/02/2022,Moški,Negativen,muc
225,Bessie,14/09/2021,27/01/2022,Ženski,Negativna,muc
226,Bessie,14/09/2021,27/01/2022,Ženski,Negativna,muc
227,George,01/08/2021,27/01/2022,Moški,Negativen,muc
228,George,01/08/2021,27/01/2022,Moški,Negativen,muc
229,Leela,16/11/2021,,Ženski,Negativna,muc
230,Leela,16/11/2021,,Ženski,Negativna,muc
231,Ashley,26/08/2021,26/01/2022,Ženski,Negativna,muc
232,Ashley,26/08/2021,26/01/2022,Ženski,Negativna,muc
233,Dewey,23/09/2021,26/01/2022,Moški,Negativen,muc
234,Dewey,23/09/2021,26/01/2022,Moški,Negativen,muc
235,Barney,10/12/2021,24/01/2022,Moški,Negativen,muc
236,Barney,10/12/2021,24/01/2022,Moški,Negativen,muc
237,Misty,09/11/2021,24/01/2022,Ženski,Negativna,muc
238,Misty,09/11/2021,24/01/2022,Ženski,Negativna,muc
239,Riki,01/08/2021,24/01/2022,Moški,Negativen,muc
240,Riki,01/08/2021,24/01/2022,Moški,Negativen,muc
241,Quinnie,10/12/2021,24/01/2022,Ženski,Negativna,muc
242,Quinnie,10/12/2021,24/01/2022,Ženski,Negativna,muc
243,Dottie,29/10/2021,22/01/2022,Ženski,Negativna,muc
244,Dottie,29/10/2021,22/01/2022,Ženski,Negativna,muc
245,Lilibeth,10/12/2021,22/01/2022,Ženski,Negativna,muc
246,Lilibeth,10/12/2021,22/01/2022,Ženski,Negativna,muc
247,Lira,14/12/2021,22/01/2022,Ženski,Negativna,muc
248,Lira,14/12/2021,22/01/2022,Ženski,Negativna,muc
249,Lars,14/12/2021,22/01/2022,Moški,Negativen,muc
250,Lars,14/12/2021,22/01/2022,Moški,Negativen,muc
251,Callie,14/09/2021,19/01/2022,Ženski,Negativna,muc
252,Callie,14/09/2021,19/01/2022,Ženski,Negativna,muc
253,Alvin,14/09/2021,19/01/2022,Moški,Negativen,muc
254,Alvin,14/09/2021,19/01/2022,Moški,Negativen,muc
255,Hoshi,19/11/2021,19/01/2022,Ženski,Negativna,muc
256,Hoshi,19/11/2021,19/01/2022,Ženski,Negativna,muc
257,Clint,12/12/2021,19/01/2022,Moški,Negativen,muc
258,Clint,12/12/2021,19/01/2022,Moški,Negativen,muc
259,Sid,16/09/2021,17/01/2022,Moški,Negativen,muc
260,Sid,16/09/2021,17/01/2022,Moški,Negativen,muc
261,Juniper,15/09/2021,17/01/2022,Ženski,Negativna,muc
262,Juniper,15/09/2021,17/01/2022,Ženski,Negativna,muc
263,Winnie,20/07/2021,16/01/2022,Ženski,Negativna,muc
264,Winnie,20/07/2021,16/01/2022,Ženski,Negativna,muc
265,Nancy,06/10/2021,16/01/2022,Ženski,Negativna,muc
266,Nancy,06/10/2021,16/01/2022,Ženski,Negativna,muc
267,Keiko,04/11/2021,16/01/2022,Ženski,Negativna,muc
268,Keiko,04/11/2021,16/01/2022,Ženski,Negativna,muc
269,Ollie,24/11/2021,16/01/2022,Moški,Negativen,muc
270,Ollie,24/11/2021,16/01/2022,Moški,Negativen,muc
271,Logan,01/10/2021,13/01/2022,Moški,Negativen,muc
272,Logan,01/10/2021,13/01/2022,Moški,Negativen,muc
273,Bellatrix,19/12/2021,x,Ženski,Negativna,muc
274,Bellatrix,19/12/2021,x,Ženski,Negativna,muc
275,MachuPicchu,05/08/2021,10/01/2022,Moški,Negativen,muc
276,MachuPicchu,05/08/2021,10/01/2022,Moški,Negativen,muc
277,Pepper,20/07/2021,04/01/2022,Moški,Negativen,muc
278,Pepper,20/07/2021,04/01/2022,Moški,Negativen,muc
279,Kimi,01/09/2021,04/01/2022,Ženski,Negativna,muc
280,Kimi,01/09/2021,04/01/2022,Ženski,Negativna,muc
281,Star,10/06/2022,18/12/2022,Moški,,pes
282,Star,10/06/2022,18/12/2022,Moški,,pes
283,Rasta,14/08/2022,17/12/2022,Moški,,pes
284,Rasta,14/08/2022,17/12/2022,Moški,,pes
285,Rina,02/08/2022,17/12/2022,Ženski,,pes
286,Rina,02/08/2022,17/12/2022,Ženski,,pes
287,Dakota,09/11/2022,13/12/2022,Ženski,,pes
288,Dakota,09/11/2022,13/12/2022,Ženski,,pes
289,Puhec,18/01/2022,07/12/2022,Moški,,pes
290,Puhec,18/01/2022,07/12/2022,Moški,,pes
291,PikainLuna,22/10/2022,05/12/2022,Ženski,,pes
292,PikainLuna,22/10/2022,05/12/2022,Ženski,,pes
293,Rex,21/01/2022,x,Moški,,pes
294,Rex,21/01/2022,x,Moški,,pes
295,Iza,11/02/2022,29/11/2022,Ženski,,pes
296,Iza,11/02/2022,29/11/2022,Ženski,,pes
297,Willow,05/10/2022,29/11/2022,Ženski,,pes
298,Willow,05/10/2022,29/11/2022,Ženski,,pes
299,Gumbka-Lija,20/12/2016,29/11/2022,Ženski,,pes
300,Gumbka-Lija,20/12/2016,29/11/2022,Ženski,,pes
301,Bailey,05/10/2022,29/11/2022,Ženski,,pes
302,Bailey,05/10/2022,29/11/2022,Ženski,,pes
303,Finn,09/11/2022,29/11/2022,Moški,,pes
304,Finn,09/11/2022,29/11/2022,Moški,,pes
305,Bjork,13/02/2021,11/11/2022,Moški,,pes
306,Bjork,13/02/2021,11/11/2022,Moški,,pes
307,Rui,16/12/2021,11/11/2022,Moški,,pes
308,Rui,16/12/2021,11/11/2022,Moški,,pes
309,Ivi,02/09/2022,25/10/2022,Ženski,,pes
310,Ivi,02/09/2022,25/10/2022,Ženski,,pes
311,Ross,12/08/2022,22/10/2022,Moški,,pes
312,Ross,12/08/2022,22/10/2022,Moški,,pes
313,Lava,02/09/2022,21/10/2022,Ženski,,pes
314,Lava,02/09/2022,21/10/2022,Ženski,,pes
315,Asterix,27/05/2022,x,Moški,,pes
316,Asterix,27/05/2022,x,Moški,,pes
317,Shy,07/06/2022,01/09/2022,Ženski,,pes
318,Shy,07/06/2022,01/09/2022,Ženski,,pes
319,Suki,23/05/2022,22/08/2022,Ženski,,pes
320,Suki,23/05/2022,22/08/2022,Ženski,,pes
321,Risa,04/12/2021,01/07/2022,Ženski,,pes
322,Risa,04/12/2021,01/07/2022,Ženski,,pes
323,Daisy,17/12/2021,01/07/2022,Ženski,,pes
324,Daisy,17/12/2021,01/07/2022,Ženski,,pes
325,Vita,04/05/2022,27/06/2022,Ženski,,pes
326,Vita,04/05/2022,27/06/2022,Ženski,,pes
327,Byron,18/01/2022,23/06/2022,Moški,,pes
328,Byron,18/01/2022,23/06/2022,Moški,,pes
329,Mio,,x,Moški,,pes
330,Mio,,x,Moški,,pes
331,Sofia,30/12/2021,12/05/2022,Ženski,,pes
332,Sofia,30/12/2021,12/05/2022,Ženski,,pes
333,Boč,24/04/2022,06/05/2022,Moški,,pes
334,Boč,24/04/2022,06/05/2022,Moški,,pes
335,Dimi,17/12/2021,28/03/2022,Moški,,pes
336,Dimi,17/12/2021,28/03/2022,Moški,,pes
337,Steffi,01/12/2021,23/03/2022,Ženski,,pes
338,Steffi,01/12/2021,23/03/2022,Ženski,,pes
339,Duno,17/12/2021,07/03/2022,Moški,,pes
340,Duno,17/12/2021,07/03/2022,Moški,,pes
341,Luna,01/12/2021,04/03/2022,Ženski,,pes
342,Luna,01/12/2021,04/03/2022,Ženski,,pes
343,Dream,17/12/2021,28/02/2022,Moški,,pes
344,Dream,17/12/2021,28/02/2022,Moški,,pes
345,Dom,17/12/2021,28/02/2022,Moški,,pes
346,Dom,17/12/2021,28/02/2022,Moški,,pes
347,Doc,17/12/2021,,Moški,,pes
348,Doc,17/12/2021,,Moški,,pes
349,Danesh,17/12/2021,28/02/2022,Moški,,pes
350,Danesh,17/12/2021,28/02/2022,Moški,,pes
351,Avša,30/01/2022,x,Ženski,,pes
352,Avša,30/01/2022,x,Ženski,,pes
353,Cosmo,18/01/2022,x,Moški,,pes
354,Cosmo,18/01/2022,x,Moški,,pes
355,Ronja,24/02/2021,08/01/2021,Ženski,,pes
356,Ronja,24/02/2021,08/01/2021,Ženski,,pes
357,Taja,26/04/2021,04/01/2022,Ženski,,pes
358,Taja,26/04/2021,04/01/2022,Ženski,,pes
359,Tisa,07/03/2022,27/12/2022,Ženski,Negativna,muc
360,Tisa,07/03/2022,27/12/2022,Ženski,Negativna,muc
361,Dutchess,23/09/2022,09/12/2022,Ženski,Negativna,muc
362,Dutchess,23/09/2022,09/12/2022,Ženski,Negativna,muc
363,Daša,23/09/2022,09/12/2022,Ženski,Negativna,muc
364,Daša,23/09/2022,09/12/2022,Ženski,Negativna,muc
365,Dash,22/07/2022,07/12/2022,Moški,Negativen,muc
366,Dash,22/07/2022,07/12/2022,Moški,Negativen,muc
367,Nana,01/06/2022,x,Ženski,Negativna,muc
368,Nana,01/06/2022,x,Ženski,Negativna,muc
369,Mango,18/07/2022,x,Moški,Negativen,muc
370,Mango,18/07/2022,x,Moški,Negativen,muc
371,Jenny,04/04/2022,x,Ženski,Negativna,muc
372,Jenny,04/04/2022,x,Ženski,Negativna,muc
373,Jam,13/07/2022,x,Moški,Negativen,muc
374,Jam,13/07/2022,x,Moški,Negativen,muc
375,Mr.BussinessinMr.Fun,11/07/2022,11/11/2022,Moški,Negativna,muc
376,Mr.BussinessinMr.Fun,11/07/2022,11/11/2022,Moški,Negativna,muc
377,Dax,04/07/2022,11/11/2022,Moški,Negativen,muc
378,Dax,04/07/2022,11/11/2022,Moški,Negativen,muc
379,Gorjuša(3x),04/07/2022,x,"2x ženski, 1x moški",Negativni,muc
380,Gorjuša(3x),04/07/2022,x,"2x ženski, 1x moški",Negativni,muc
381,Jeseničani(5x),01/06/2022,x,"1x moški, 4 x ženski",Negativni,muc
382,Jeseničani(5x),01/06/2022,x,"1x moški, 4 x ženski",Negativni,muc
383,Terminal:4dudarji,16/05/2022,x,4x samčki,Negativni,muc
384,Terminal:4dudarji,16/05/2022,x,4x samčki,Negativni,muc
385,Mekinje,22/06/2022,30/09/2022,Ženski,Negativna,muc
386,Mekinje,22/06/2022,30/09/2022,Ženski,Negativna,muc
387,Erik,09/06/2022,29/09/2022,Moški,Negativen,muc
388,Erik,09/06/2022,29/09/2022,Moški,Negativen,muc
389,Piper,13/05/2022,29/09/2022,Ženski,Negativna,muc
390,Piper,13/05/2022,29/09/2022,Ženski,Negativna,muc
391,Perovo:4dudarji,11/05/2022,x,3 samičke in 1 samček,Negativni,muc
392,Perovo:4dudarji,11/05/2022,x,3 samičke in 1 samček,Negativni,muc
393,Domžalka,07/07/2022,29/09/2022,Ženski,Negativna,muc
394,Kamnik1,27/06/2022,29/09/2022,Ženski,Negativna,muc
395,Kamnik1,27/06/2022,29/09/2022,Ženski,Negativna,muc
396,Jurka,04/04/2022,x,Mama in 4 mladiči: 2 samički in 2 samčka,Negativni,muc
397,Jurka,04/04/2022,x,Mama in 4 mladiči: 2 samički in 2 samčka,Negativni,muc
398,Pirniče:mama+4,24/04/2022,x,Mama in 4x samčki,Negativni,muc
399,Pirniče:mama+4,24/04/2022,x,Mama in 4x samčki,Negativni,muc
400,Millie,06/04/2022,x,Mama in mladiči: 1 samička in 2 samčka,Negativni,muc
401,Millie,06/04/2022,x,Mama in mladiči: 1 samička in 2 samčka,Negativni,muc
402,Žirovec,04/07/2022,05/09/2022,Moški,Negativen,muc
403,Žirovec,04/07/2022,05/09/2022,Moški,Negativen,muc
404,Petrol,06/07/2022,05/09/2022,Moški,Negativen,muc
405,Petrol,06/07/2022,05/09/2022,Moški,Negativen,muc
406,Vele,16/06/2022,05/09/2022,Ženski,Negativna,muc
407,Vele,16/06/2022,05/09/2022,Ženski,Negativna,muc
408,Krpani(mama+5),09/06/2022,x,"4x ženski, 2x moški",Negativni,muc
409,Krpani(mama+5),09/06/2022,x,"4x ženski, 2x moški",Negativni,muc
410,Blejka,07/07/2022,05/09/2022,Ženski,Negativna,muc
411,Blejka,07/07/2022,05/09/2022,Ženski,Negativna,muc
412,Kamnik3,05/07/2022,05/09/2022,Ženski,Negativna,muc
413,Kamnik3,05/07/2022,05/09/2022,Ženski,Negativna,muc
414,Bela,25/06/2022,05/09/2022,Ženski,Negativna,muc
415,Bela,25/06/2022,05/09/2022,Ženski,Negativna,muc
416,Smlednik:3dudarji,10/05/2022,x,2 samčka in 1 samička,Negativni,muc
417,Smlednik:3dudarji,10/05/2022,x,2 samčka in 1 samička,Negativni,muc
418,Dobrova,25/05/2022,29/08/2022,Ženski,Negativna,muc
419,Dobrova,25/05/2022,29/08/2022,Ženski,Negativna,muc
420,Podsmreka:4dudarji,25/04/2022,x,2 samički in 2 samčka,Negativni,muc
421,Podsmreka:4dudarji,25/04/2022,x,2 samički in 2 samčka,Negativni,muc
422,Zaplana:3dudarji,26/04/2022,x,1 samička in 2 samčka,Negativni,muc
423,Zaplana:3dudarji,26/04/2022,x,1 samička in 2 samčka,Negativni,muc
424,Zemon:3mladiči,10/05/2022,x,1 samička in 2 samčka,Negativni,muc
425,Zemon:3mladiči,10/05/2022,x,1 samička in 2 samčka,Negativni,muc
